geometry
"POLYGON ((4.64663 52.26618, 4.6495812704125425 52.26618, 4.6495812704125425 52.2679818018018, 4.64663 52.2679818018018, 4.64663 52.26618))"
"POLYGON ((4.8768290921783155 52.38870252252267, 4.879780362590858 52.38870252252267, 4.879780362590858 52.390504324324475, 4.8768290921783155 52.390504324324475, 4.8768290921783155 52.38870252252267))"
"POLYGON ((4.879780362590858 52.38870252252267, 4.8827316330034005 52.38870252252267, 4.8827316330034005 52.390504324324475, 4.879780362590858 52.390504324324475, 4.879780362590858 52.38870252252267))"
"POLYGON ((4.8827316330034005 52.38870252252267, 4.885682903415943 52.38870252252267, 4.885682903415943 52.390504324324475, 4.8827316330034005 52.390504324324475, 4.8827316330034005 52.38870252252267))"
"POLYGON ((4.885682903415943 52.38870252252267, 4.8886341738284855 52.38870252252267, 4.8886341738284855 52.390504324324475, 4.885682903415943 52.390504324324475, 4.885682903415943 52.38870252252267))"
"POLYGON ((4.8886341738284855 52.38870252252267, 4.891585444241028 52.38870252252267, 4.891585444241028 52.390504324324475, 4.8886341738284855 52.390504324324475, 4.8886341738284855 52.38870252252267))"
"POLYGON ((4.891585444241028 52.38870252252267, 4.8945367146535705 52.38870252252267, 4.8945367146535705 52.390504324324475, 4.891585444241028 52.390504324324475, 4.891585444241028 52.38870252252267))"
"POLYGON ((4.8945367146535705 52.38870252252267, 4.897487985066113 52.38870252252267, 4.897487985066113 52.390504324324475, 4.8945367146535705 52.390504324324475, 4.8945367146535705 52.38870252252267))"
"POLYGON ((4.897487985066113 52.38870252252267, 4.9004392554786556 52.38870252252267, 4.9004392554786556 52.390504324324475, 4.897487985066113 52.390504324324475, 4.897487985066113 52.38870252252267))"
"POLYGON ((4.9004392554786556 52.38870252252267, 4.903390525891198 52.38870252252267, 4.903390525891198 52.390504324324475, 4.9004392554786556 52.390504324324475, 4.9004392554786556 52.38870252252267))"
"POLYGON ((4.903390525891198 52.38870252252267, 4.906341796303741 52.38870252252267, 4.906341796303741 52.390504324324475, 4.903390525891198 52.390504324324475, 4.903390525891198 52.38870252252267))"
"POLYGON ((4.906341796303741 52.38870252252267, 4.909293066716283 52.38870252252267, 4.909293066716283 52.390504324324475, 4.906341796303741 52.390504324324475, 4.906341796303741 52.38870252252267))"
"POLYGON ((4.909293066716283 52.38870252252267, 4.912244337128826 52.38870252252267, 4.912244337128826 52.390504324324475, 4.909293066716283 52.390504324324475, 4.909293066716283 52.38870252252267))"
"POLYGON ((4.912244337128826 52.38870252252267, 4.915195607541368 52.38870252252267, 4.915195607541368 52.390504324324475, 4.912244337128826 52.390504324324475, 4.912244337128826 52.38870252252267))"
"POLYGON ((4.915195607541368 52.38870252252267, 4.918146877953911 52.38870252252267, 4.918146877953911 52.390504324324475, 4.915195607541368 52.390504324324475, 4.915195607541368 52.38870252252267))"
"POLYGON ((4.918146877953911 52.38870252252267, 4.921098148366453 52.38870252252267, 4.921098148366453 52.390504324324475, 4.918146877953911 52.390504324324475, 4.918146877953911 52.38870252252267))"
"POLYGON ((4.921098148366453 52.38870252252267, 4.924049418778996 52.38870252252267, 4.924049418778996 52.390504324324475, 4.921098148366453 52.390504324324475, 4.921098148366453 52.38870252252267))"
"POLYGON ((4.924049418778996 52.38870252252267, 4.927000689191538 52.38870252252267, 4.927000689191538 52.390504324324475, 4.924049418778996 52.390504324324475, 4.924049418778996 52.38870252252267))"
"POLYGON ((4.927000689191538 52.38870252252267, 4.929951959604081 52.38870252252267, 4.929951959604081 52.390504324324475, 4.927000689191538 52.390504324324475, 4.927000689191538 52.38870252252267))"
"POLYGON ((4.929951959604081 52.38870252252267, 4.932903230016623 52.38870252252267, 4.932903230016623 52.390504324324475, 4.929951959604081 52.390504324324475, 4.929951959604081 52.38870252252267))"
"POLYGON ((4.932903230016623 52.38870252252267, 4.935854500429166 52.38870252252267, 4.935854500429166 52.390504324324475, 4.932903230016623 52.390504324324475, 4.932903230016623 52.38870252252267))"
"POLYGON ((4.935854500429166 52.38870252252267, 4.938805770841708 52.38870252252267, 4.938805770841708 52.390504324324475, 4.935854500429166 52.390504324324475, 4.935854500429166 52.38870252252267))"
"POLYGON ((4.938805770841708 52.38870252252267, 4.941757041254251 52.38870252252267, 4.941757041254251 52.390504324324475, 4.938805770841708 52.390504324324475, 4.938805770841708 52.38870252252267))"
"POLYGON ((4.941757041254251 52.38870252252267, 4.944708311666793 52.38870252252267, 4.944708311666793 52.390504324324475, 4.941757041254251 52.390504324324475, 4.941757041254251 52.38870252252267))"
"POLYGON ((4.944708311666793 52.38870252252267, 4.947659582079336 52.38870252252267, 4.947659582079336 52.390504324324475, 4.944708311666793 52.390504324324475, 4.944708311666793 52.38870252252267))"
"POLYGON ((4.947659582079336 52.38870252252267, 4.950610852491878 52.38870252252267, 4.950610852491878 52.390504324324475, 4.947659582079336 52.390504324324475, 4.947659582079336 52.38870252252267))"
"POLYGON ((4.950610852491878 52.38870252252267, 4.953562122904421 52.38870252252267, 4.953562122904421 52.390504324324475, 4.950610852491878 52.390504324324475, 4.950610852491878 52.38870252252267))"
"POLYGON ((4.953562122904421 52.38870252252267, 4.956513393316963 52.38870252252267, 4.956513393316963 52.390504324324475, 4.953562122904421 52.390504324324475, 4.953562122904421 52.38870252252267))"
"POLYGON ((4.956513393316963 52.38870252252267, 4.959464663729506 52.38870252252267, 4.959464663729506 52.390504324324475, 4.956513393316963 52.390504324324475, 4.956513393316963 52.38870252252267))"
"POLYGON ((4.959464663729506 52.38870252252267, 4.962415934142048 52.38870252252267, 4.962415934142048 52.390504324324475, 4.959464663729506 52.390504324324475, 4.959464663729506 52.38870252252267))"
"POLYGON ((4.962415934142048 52.38870252252267, 4.965367204554591 52.38870252252267, 4.965367204554591 52.390504324324475, 4.962415934142048 52.390504324324475, 4.962415934142048 52.38870252252267))"
"POLYGON ((4.965367204554591 52.38870252252267, 4.968318474967133 52.38870252252267, 4.968318474967133 52.390504324324475, 4.965367204554591 52.390504324324475, 4.965367204554591 52.38870252252267))"
"POLYGON ((4.968318474967133 52.38870252252267, 4.971269745379676 52.38870252252267, 4.971269745379676 52.390504324324475, 4.968318474967133 52.390504324324475, 4.968318474967133 52.38870252252267))"
"POLYGON ((4.971269745379676 52.38870252252267, 4.974221015792218 52.38870252252267, 4.974221015792218 52.390504324324475, 4.971269745379676 52.390504324324475, 4.971269745379676 52.38870252252267))"
"POLYGON ((4.974221015792218 52.38870252252267, 4.977172286204761 52.38870252252267, 4.977172286204761 52.390504324324475, 4.974221015792218 52.390504324324475, 4.974221015792218 52.38870252252267))"
"POLYGON ((4.977172286204761 52.38870252252267, 4.980123556617303 52.38870252252267, 4.980123556617303 52.390504324324475, 4.977172286204761 52.390504324324475, 4.977172286204761 52.38870252252267))"
"POLYGON ((4.980123556617303 52.38870252252267, 4.983074827029846 52.38870252252267, 4.983074827029846 52.390504324324475, 4.980123556617303 52.390504324324475, 4.980123556617303 52.38870252252267))"
"POLYGON ((4.983074827029846 52.38870252252267, 4.986026097442388 52.38870252252267, 4.986026097442388 52.390504324324475, 4.983074827029846 52.390504324324475, 4.983074827029846 52.38870252252267))"
"POLYGON ((4.986026097442388 52.38870252252267, 4.988977367854931 52.38870252252267, 4.988977367854931 52.390504324324475, 4.986026097442388 52.390504324324475, 4.986026097442388 52.38870252252267))"
"POLYGON ((4.988977367854931 52.38870252252267, 4.991928638267473 52.38870252252267, 4.991928638267473 52.390504324324475, 4.988977367854931 52.390504324324475, 4.988977367854931 52.38870252252267))"
"POLYGON ((4.991928638267473 52.38870252252267, 4.994879908680016 52.38870252252267, 4.994879908680016 52.390504324324475, 4.991928638267473 52.390504324324475, 4.991928638267473 52.38870252252267))"
"POLYGON ((4.994879908680016 52.38870252252267, 4.997831179092558 52.38870252252267, 4.997831179092558 52.390504324324475, 4.994879908680016 52.390504324324475, 4.994879908680016 52.38870252252267))"
"POLYGON ((4.997831179092558 52.38870252252267, 5.000782449505101 52.38870252252267, 5.000782449505101 52.390504324324475, 4.997831179092558 52.390504324324475, 4.997831179092558 52.38870252252267))"
"POLYGON ((5.000782449505101 52.38870252252267, 5.003733719917643 52.38870252252267, 5.003733719917643 52.390504324324475, 5.000782449505101 52.390504324324475, 5.000782449505101 52.38870252252267))"
"POLYGON ((5.003733719917643 52.38870252252267, 5.006684990330186 52.38870252252267, 5.006684990330186 52.390504324324475, 5.003733719917643 52.390504324324475, 5.003733719917643 52.38870252252267))"
"POLYGON ((5.006684990330186 52.38870252252267, 5.009636260742728 52.38870252252267, 5.009636260742728 52.390504324324475, 5.006684990330186 52.390504324324475, 5.006684990330186 52.38870252252267))"
"POLYGON ((5.009636260742728 52.38870252252267, 5.012587531155271 52.38870252252267, 5.012587531155271 52.390504324324475, 5.009636260742728 52.390504324324475, 5.009636260742728 52.38870252252267))"
"POLYGON ((5.012587531155271 52.38870252252267, 5.015538801567813 52.38870252252267, 5.015538801567813 52.390504324324475, 5.012587531155271 52.390504324324475, 5.012587531155271 52.38870252252267))"
"POLYGON ((5.015538801567813 52.38870252252267, 5.018490071980356 52.38870252252267, 5.018490071980356 52.390504324324475, 5.015538801567813 52.390504324324475, 5.015538801567813 52.38870252252267))"
"POLYGON ((5.018490071980356 52.38870252252267, 5.021441342392898 52.38870252252267, 5.021441342392898 52.390504324324475, 5.018490071980356 52.390504324324475, 5.018490071980356 52.38870252252267))"
"POLYGON ((5.021441342392898 52.38870252252267, 5.024392612805441 52.38870252252267, 5.024392612805441 52.390504324324475, 5.021441342392898 52.390504324324475, 5.021441342392898 52.38870252252267))"
"POLYGON ((5.024392612805441 52.38870252252267, 5.027343883217983 52.38870252252267, 5.027343883217983 52.390504324324475, 5.024392612805441 52.390504324324475, 5.024392612805441 52.38870252252267))"
"POLYGON ((5.027343883217983 52.38870252252267, 5.030295153630526 52.38870252252267, 5.030295153630526 52.390504324324475, 5.027343883217983 52.390504324324475, 5.027343883217983 52.38870252252267))"
"POLYGON ((5.030295153630526 52.38870252252267, 5.033246424043068 52.38870252252267, 5.033246424043068 52.390504324324475, 5.030295153630526 52.390504324324475, 5.030295153630526 52.38870252252267))"
"POLYGON ((5.033246424043068 52.38870252252267, 5.036197694455611 52.38870252252267, 5.036197694455611 52.390504324324475, 5.033246424043068 52.390504324324475, 5.033246424043068 52.38870252252267))"
"POLYGON ((5.036197694455611 52.38870252252267, 5.039148964868153 52.38870252252267, 5.039148964868153 52.390504324324475, 5.036197694455611 52.390504324324475, 5.036197694455611 52.38870252252267))"
"POLYGON ((5.039148964868153 52.38870252252267, 5.042100235280696 52.38870252252267, 5.042100235280696 52.390504324324475, 5.039148964868153 52.390504324324475, 5.039148964868153 52.38870252252267))"
"POLYGON ((5.042100235280696 52.38870252252267, 5.045051505693238 52.38870252252267, 5.045051505693238 52.390504324324475, 5.042100235280696 52.390504324324475, 5.042100235280696 52.38870252252267))"
"POLYGON ((5.045051505693238 52.38870252252267, 5.048002776105781 52.38870252252267, 5.048002776105781 52.390504324324475, 5.045051505693238 52.390504324324475, 5.045051505693238 52.38870252252267))"
"POLYGON ((5.048002776105781 52.38870252252267, 5.050954046518323 52.38870252252267, 5.050954046518323 52.390504324324475, 5.048002776105781 52.390504324324475, 5.048002776105781 52.38870252252267))"
"POLYGON ((5.050954046518323 52.38870252252267, 5.053905316930866 52.38870252252267, 5.053905316930866 52.390504324324475, 5.050954046518323 52.390504324324475, 5.050954046518323 52.38870252252267))"
"POLYGON ((5.053905316930866 52.38870252252267, 5.056856587343408 52.38870252252267, 5.056856587343408 52.390504324324475, 5.053905316930866 52.390504324324475, 5.053905316930866 52.38870252252267))"
"POLYGON ((5.056856587343408 52.38870252252267, 5.059807857755951 52.38870252252267, 5.059807857755951 52.390504324324475, 5.056856587343408 52.390504324324475, 5.056856587343408 52.38870252252267))"
"POLYGON ((5.059807857755951 52.38870252252267, 5.062759128168493 52.38870252252267, 5.062759128168493 52.390504324324475, 5.059807857755951 52.390504324324475, 5.059807857755951 52.38870252252267))"
"POLYGON ((5.062759128168493 52.38870252252267, 5.065710398581036 52.38870252252267, 5.065710398581036 52.390504324324475, 5.062759128168493 52.390504324324475, 5.062759128168493 52.38870252252267))"
"POLYGON ((5.065710398581036 52.38870252252267, 5.068661668993578 52.38870252252267, 5.068661668993578 52.390504324324475, 5.065710398581036 52.390504324324475, 5.065710398581036 52.38870252252267))"
"POLYGON ((5.068661668993578 52.38870252252267, 5.071612939406121 52.38870252252267, 5.071612939406121 52.390504324324475, 5.068661668993578 52.390504324324475, 5.068661668993578 52.38870252252267))"
"POLYGON ((5.071612939406121 52.38870252252267, 5.074564209818663 52.38870252252267, 5.074564209818663 52.390504324324475, 5.071612939406121 52.390504324324475, 5.071612939406121 52.38870252252267))"
"POLYGON ((5.074564209818663 52.38870252252267, 5.077515480231206 52.38870252252267, 5.077515480231206 52.390504324324475, 5.074564209818663 52.390504324324475, 5.074564209818663 52.38870252252267))"
"POLYGON ((5.077515480231206 52.38870252252267, 5.080466750643748 52.38870252252267, 5.080466750643748 52.390504324324475, 5.077515480231206 52.390504324324475, 5.077515480231206 52.38870252252267))"
"POLYGON ((5.080466750643748 52.38870252252267, 5.083418021056291 52.38870252252267, 5.083418021056291 52.390504324324475, 5.080466750643748 52.390504324324475, 5.080466750643748 52.38870252252267))"
"POLYGON ((5.083418021056291 52.38870252252267, 5.086369291468833 52.38870252252267, 5.086369291468833 52.390504324324475, 5.083418021056291 52.390504324324475, 5.083418021056291 52.38870252252267))"
"POLYGON ((5.086369291468833 52.38870252252267, 5.089320561881376 52.38870252252267, 5.089320561881376 52.390504324324475, 5.086369291468833 52.390504324324475, 5.086369291468833 52.38870252252267))"
"POLYGON ((5.089320561881376 52.38870252252267, 5.092271832293918 52.38870252252267, 5.092271832293918 52.390504324324475, 5.089320561881376 52.390504324324475, 5.089320561881376 52.38870252252267))"
"POLYGON ((5.092271832293918 52.38870252252267, 5.095223102706461 52.38870252252267, 5.095223102706461 52.390504324324475, 5.092271832293918 52.390504324324475, 5.092271832293918 52.38870252252267))"
"POLYGON ((5.095223102706461 52.38870252252267, 5.0981743731190035 52.38870252252267, 5.0981743731190035 52.390504324324475, 5.095223102706461 52.390504324324475, 5.095223102706461 52.38870252252267))"
"POLYGON ((5.0981743731190035 52.38870252252267, 5.101125643531546 52.38870252252267, 5.101125643531546 52.390504324324475, 5.0981743731190035 52.390504324324475, 5.0981743731190035 52.38870252252267))"
"POLYGON ((5.101125643531546 52.38870252252267, 5.1040769139440885 52.38870252252267, 5.1040769139440885 52.390504324324475, 5.101125643531546 52.390504324324475, 5.101125643531546 52.38870252252267))"
"POLYGON ((5.1040769139440885 52.38870252252267, 5.107028184356631 52.38870252252267, 5.107028184356631 52.390504324324475, 5.1040769139440885 52.390504324324475, 5.1040769139440885 52.38870252252267))"
"POLYGON ((5.107028184356631 52.38870252252267, 5.1099794547691735 52.38870252252267, 5.1099794547691735 52.390504324324475, 5.107028184356631 52.390504324324475, 5.107028184356631 52.38870252252267))"
